nom_subestacao_de,nom_subestacao_para,val_niveltensao_kv,val_comprimento,val_resistencia,val_reatancia,val_shunt,val_capacoperlongasemlimit,val_capacoperlongacomlimit,val_capacopercurtasemlimit,val_capacopercurtacomlimit
GURUPI,MIRACEMA,500,255,0.18,2.654,401.4,3000,3000,3000,3000
GURUPI,PEIXE 2,500,72,0.048,0.75,110.2,3292,3292,3292,3292
PEIXE 2,SERRA MESA 2,500,195,0.139,2.054,307.2,3000,3000,3000,3000
SE LAJEADO,MIRACEMA,500,30.3,0.02,0.39,38.69,1898,1898,2833,2833
SE LAJEADO,MIRACEMA,500,30,0.027,0.391,36.83,2355,2355,2945,2945
AREIA,BATEIAS,525,256,0.212,2.556,312.7,2599,2400,3275,2400
AREIA,C.NOVOS,525,176.3,0.16,2.05,250.1,2599,2599,3275,3000
AREIA,CURITIBA,525,235.2,0.2,2.69,336.4,2599,2599,3275,3000
AREIA,IVAIPORA ELS,525,173.2,0.172,2.003,248.3,2378,2378,2996,2996
AREIA,SEGREDO,525,56.7,0.05,0.65,80.49,2599,2599,3275,3000
BATEIAS,CURIT.LESTE,525,74.8,0.045,0.848,110,4000,4000,4000,4000
BATEIAS,CURIT.LESTE,525,79,0.045,0.848,110,4000,4000,4000,4000
BATEIAS,PONTA GROSSA,525,104,0.051,0.704,244,3515,3515,4000,4000
BATEIAS,PONTA GROSSA,525,96,0.046,0.639,221.2,3515,3515,4000,4000
CASCAVEL OEST,F.IGUACU 60HZ,525,115,0.078,1.434,156.6,3800,3800,4525,4525
CASCAVEL OEST,IVAIPORA ELS,525,209,0.193,2.427,282.4,2640,2640,2640,2640
CURITIBA,BATEIAS,525,33.5,0.04,0.38,47.57,2599,2599,3275,3000
CURITIBA,BATEIAS,525,37,0.035,0.409,50.8,2588,2588,3296,3296
CURITIBA,CURIT.LESTE,525,28.9,0.03,0.32,42.3,2710,2710,3335,3335
CURITIBA,GASPAR 2,525,154.73,0.151,1.779,223.6,2435,2435,3068,3068
GUAIRA,CASCAVEL OEST,525,126.3,0.122,1.453,180.7,2229,2229,2752,2752
GUAIRA,F.IGUACU 60HZ,525,172.9,0.116,1.999,245.8,3200,3200,3985,3985
GUAIRA,F.IGUACU 60HZ,525,172.9,0.116,1.999,245.8,3200,3200,3985,3985
GUAIRA,SARANDI,525,266.5,0.159,2.764,420,3200,3200,3985,3985
GUAIRA,SARANDI,525,266.5,0.159,2.764,420,3200,3200,3985,3985
IVAIPORA ELS,IVAIPORA FUR,525,0.8,0.001,0.01,1.134,0,0,0,0
IVAIPORA ELS,IVAIPORA FUR,525,0.8,0.001,0.01,1.134,0,0,0,0
IVAIPORA ELS,IVAIPORA FUR,525,0.7,0.001,0.01,1.134,0,0,0,0
IVAIPORA ELS,LONDRINA ESU,525,120,0.119,1.397,176.9,2378,2378,2996,2996
IVAIPORA ELS,LONDRINA ESU,525,120,0.085,1.451,171.8,2800,2800,2800,2800
IVAIPORA ELS,PONTA GROSSA,525,170,0.083,1.15,400.2,3400,3400,4000,4000
IVAIPORA ELS,PONTA GROSSA,525,168,0.081,1.121,390,3400,3400,4000,4000
IVAIPORA ELS,S.SANTIAGO,525,167,0.15,1.94,236.9,2378,2378,2996,2996
IVAIPORA ELS,S.SANTIAGO,525,167,0.114,2.02,233.4,3502,3502,3502,3502
LONDRINA ESU,ASSIS,525,120,0.091,1.402,175.7,2200,2200,2200,2200
LONDRINA ESU,ASSIS,525,120,0.091,1.378,177,3120,3120,3930,3930
LONDRINA ESU,SARANDI,525,75.5,0.044,0.757,112,3200,3200,3985,3985
LONDRINA ESU,SARANDI,525,75.5,0.044,0.757,112,3200,3200,3985,3985
S.SANTIAGO,ITA,525,186.8,0.163,2.204,265,2599,2599,3275,3000
S.SANTIAGO,ITA,525,187,0.176,2.3,253.1,2710,2710,3335,3335
S.SANTIAGO,SEGREDO,525,60.5,0.06,0.7,85.74,2599,2599,3275,3000
SALTO CAXIAS,CASCAVEL OEST,525,63,0.05,0.74,79.51,1800,1800,2268,2268
SALTO CAXIAS,S.SANTIAGO,525,90,0.08,1.17,124.5,1800,1800,2268,2268
CANDIOTA 2,GUAIBA 3,525,279,0.166,2.87,426.6,3845,3845,4000,4000
CANDIOTA 2,GUAIBA 3,525,279,0.165,2.872,426.5,3845,3845,4000,4000
CAPIVARI SUL,GRAVATAI,525,78.83,0.073,0.896,113.5,2555,2555,3145,3145
CAPIVARI SUL,GUAIBA 3,525,178,0.137,1.673,214,2540,2540,888,888
CAXIAS,GRAVATAI,525,78.8,0.077,0.909,112.2,2331,2331,2937,2500
CAXIAS NORTE,CAXIAS,525,40.2,0.039,0.453,59.3,0,0,0,0
CAXIAS NORTE,CAXIAS,525,31.27,0.025,0.359,44.9,0,0,0,0
CV.GARABI 1,SANTO ANGELO,525,132.1,0.12,1.57,180.5,2778,2400,3157,2400
CV.GARABI 2,SANTO ANGELO,525,138.84,0.125,1.705,189.6,2778,2400,3157,2400
GRAVATAI,GUAIBA 3,525,127,0.061,0.818,104.8,2530,2530,3115,3115
GRAVATAI,NOVA STA RITA,525,29.5,0.029,0.341,41.9,2331,2331,2937,2937
GUAIBA 3,NOVA STA RITA,525,35.68,0.024,0.399,51.6,3635,3635,4580,4580
GUAIBA 3,NOVA STA RITA,525,36,0.026,0.453,58.4,3635,3635,4000,4000
GUAIBA 3,POVO NOVO,525,236.83,0.155,2.652,347.3,3635,3635,4580,4580
GUAIBA 3,POVO NOVO,525,245,0.148,2.588,340.3,3635,3635,4000,4000
GUAIBA 3,POVO NOVO,525,245.7,0.144,2.595,347.7,3800,3800,4000,4000
MARMELEIRO 2,POVO NOVO,525,154,0.101,1.708,220.9,3635,3635,4580,4580
MARMELEIRO 2,POVO NOVO,525,152,0.096,1.712,221.6,3635,3635,4000,4000
MARMELEIRO 2,S V PALMAR 2,525,52,0.033,0.543,69.7,3635,3635,4580,4580
MARMELEIRO 2,S V PALMAR 2,525,48,0.031,0.544,69.9,3635,3635,4000,4000
SANTO ANGELO,ITA,525,222.5,0.199,2.669,288.7,2778,2400,3157,2400
SANTO ANGELO,ITA,525,237.15,0.209,2.877,325.1,2778,2400,3157,2400
ABDON BATISTA,BIGUACU,525,234.77,0.156,2.436,372.9,2920,2920,2920,2920
ABDON BATISTA,C.NOVOS,525,34.93,0.024,0.362,55.38,2920,2920,2920,2920
ABDON BATISTA,C.NOVOS,525,39,0.026,0.442,58.3,2920,2920,4145,4145
ABDON BATISTA,SIDEROPOLIS 2,525,261,0.133,2.218,323,3405,3405,3985,3985
ABDON BATISTA,SIDEROPOLIS 2,525,261,0.133,2.218,323,3405,3405,3985,3985
BIGUACU,GASPAR 2,525,81.31,0.055,0.94,118.7,2920,2920,3919,3919
BIGUACU,SIDEROPOLIS 2,525,151.4,0.094,1.68,222.5,3405,3405,3985,3985
BLUMENAU,C.NOVOS,525,252.5,0.25,2.92,360.4,2240,2240,2240,2240
BLUMENAU,CURIT.LESTE,525,144.51,0.133,1.649,207.7,2700,2700,3215,3215
C.NOVOS,CAXIAS NORTE,525,185.85,0.178,2.137,265.5,0,0,0,0
C.NOVOS,MACHADINHO,525,44.8,0.051,0.583,71.81,2599,2000,3275,2000
C.NOVOS,MACHADINHO,525,39.9,0.027,0.455,58.13,2407,2407,2407,2407
C.NOVOS,NOVA STA RITA,525,257.4,0.165,2.915,393.8,2920,2920,2920,2920
GASPAR 2,BLUMENAU,525,25.32,0.017,0.273,35.6,2920,2920,3919,3919
GASPAR 2,BLUMENAU,525,21.16,0.022,0.229,32,2920,2920,3919,3919
ITA,CAXIAS NORTE,525,247.16,0.171,2.957,344.5,0,0,0,0
ITA,MACHADINHO,525,64.6,0.08,0.912,112.2,2599,2000,3275,2000
ITA,NOVA STA RITA,525,313.95,0.305,3.647,448.6,2331,2331,2937,2937
ITA,NOVA STA RITA,525,314,0.285,3.747,418,2510,2510,3090,3090
ITAJAI 2,BIGUACU,525,64.49,0.04,0.721,94.5,3195,3195,3960,3960
ITAJAI 2,JOINVILLE SUL,525,77.3,0.049,0.867,112.9,3200,3200,3935,3935
JOINVILLE SUL,AREIA,525,278,0.167,3.05,411,3120,3120,3840,3840
ASSIS,ARARAQUARA FUR,525,250,0.198,3.098,317.5,2200,2200,2200,2200
ITABERA,IVAIPORA FUR,765,265,0.064,1.53,760,3119,3119,3930,3150
ITABERA,IVAIPORA FUR,765,264,0.063,1.53,755.7,3119,3119,3930,3150
ITABERA,IVAIPORA FUR,765,272,0.064,1.54,760,3119,3119,3930,3150
ITABERA,TIJUCO PRETO,765,305,0.072,1.75,877.5,3119,3119,3930,3150
ITABERA,TIJUCO PRETO,765,304,0.072,1.75,873,3119,3119,3930,3150
ITABERA,TIJUCO PRETO,765,312,0.078,1.79,898.2,3119,3119,3930,3150
